 #p(MeV) \t \delta f_\\nu \t \delta f_\\nubar
  2.8282419180287501E+00  1.4807145648928532E-10  1.4488113861913248E-10
  2.8564188465700613E+00  1.4531140772588778E-10  1.4218542634718403E-10
  2.8848764934250912E+00  1.4260428376256486E-10  1.3954116690018021E-10
  2.9136176553064641E+00  1.3994905482791138E-10  1.3694736669402585E-10
  2.9426451567896077E+00  1.3734471039246368E-10  1.3440305047027755E-10
  2.9719618505903584E+00  1.3479025899175658E-10  1.3190726113463334E-10
  3.0015706178453021E+00  1.3228472866130874E-10  1.2945906020486577E-10
  3.0314743683949263E+00  1.2982716653196392E-10  1.2705752743048562E-10
  3.0616760410695947E+00  1.2741663845399877E-10  1.2470176043991815E-10
  3.0921786039783532E+00  1.2505222862870676E-10  1.2239087439452132E-10
  3.1229850548006355E+00  1.2273303924729730E-10  1.2012400164930519E-10
  3.1540984210808554E+00  1.2045819013696342E-10  1.1790029142021930E-10
  3.1855217605259467E+00  1.1822681841396476E-10  1.1571890945787683E-10
  3.2172581613058675E+00  1.1603807814358565E-10  1.1357903772758529E-10
  3.2493107423570828E+00  1.1389114000682343E-10  1.1147987409556082E-10
  3.2816826536890966E+00  1.1178519054587715E-10  1.0942063160279649E-10
  3.3143770766940097E+00  1.0971942756657855E-10  1.0740053398830925E-10
  3.3473972244591819E+00  1.0769306004570490E-10  1.0541881561361215E-10
  3.3807463420830057E+00  1.0570531259674308E-10  1.0347472582791221E-10
  3.4144277069938131E+00  1.0375542557693689E-10  1.0156752908235611E-10
  3.4484446292719801E+00  1.0184265475736623E-10  9.9696504617619445E-11
  3.4828004519752196E+00  9.9966271000260488E-11  9.7860946158231679E-11
  3.5174985514671278E+00  9.8125559943373293E-11  9.6060161613476096E-11
  3.5525423377490086E+00  9.6319821691252145E-11  9.4293472784716319E-11
  3.5879352547949805E+00  9.4548370513244143E-11  9.2560215079000171E-11
  3.6236807808904543E+00  9.2810534548075810E-11  9.0859737228795773E-11
  3.6597824289739531E+00  9.1105655514857235E-11  8.9191401017721781E-11
  3.6962437469823559E+00  8.9433088569967529E-11  8.7554581148481142E-11
  3.7330683181995807E+00  8.7792207318704395E-11  8.5948670147905961E-11
  3.7702597616087257E+00  8.6182408407583192E-11  8.4373082862362760E-11
  3.8078217322477421E+00  8.4603101634662077E-11  8.2827246799130905E-11
  3.8457579215686253E+00  8.3053707798744238E-11  8.1310600030991316E-11
  3.8840720578002044E+00  8.1533658502984691E-11  7.9822591010856776E-11
  3.9227679063145424E+00  8.0042395961836151E-11  7.8362678389458161E-11
  3.9618492699969701E+00  7.8579372811279372E-11  7.6930330836034207E-11
  4.0013199896198364E+00  7.7144051922277364E-11  7.5525026861974499E-11
  4.0411839442199504E+00  7.5735906217401964E-11  7.4146254647370605E-11
