  5.3310900E+03  9.7929177E-01 -6.7507742E-06
  5.3204265E+03  9.7921084E-01 -6.6966966E-06
  5.3097630E+03  9.7912943E-01 -6.6429440E-06
  5.2990995E+03  9.7904755E-01 -6.5895151E-06
  5.2884360E+03  9.7896519E-01 -6.5364087E-06
  5.2777725E+03  9.7888235E-01 -6.4836235E-06
  5.2671090E+03  9.7879901E-01 -6.4311582E-06
  5.2564455E+03  9.7871519E-01 -6.3790114E-06
  5.2457819E+03  9.7863087E-01 -6.3271820E-06
  5.2351184E+03  9.7854606E-01 -6.2756685E-06
  5.2244549E+03  9.7846074E-01 -6.2244697E-06
  5.2137914E+03  9.7837491E-01 -6.1735844E-06
  5.2031279E+03  9.7828857E-01 -6.1230112E-06
  5.1924644E+03  9.7820172E-01 -6.0727489E-06
  5.1818009E+03  9.7811435E-01 -6.0227962E-06
  5.1711374E+03  9.7802645E-01 -5.9731519E-06
  5.1604739E+03  9.7793803E-01 -5.9238145E-06
  5.1498104E+03  9.7784908E-01 -5.8747830E-06
  5.1391469E+03  9.7775959E-01 -5.8260560E-06
  5.1284834E+03  9.7766956E-01 -5.7776323E-06
  5.1178199E+03  9.7757899E-01 -5.7295106E-06
  5.1071564E+03  9.7748786E-01 -5.6816896E-06
  5.0964928E+03  9.7739619E-01 -5.6341681E-06
  5.0858293E+03  9.7730396E-01 -5.5869449E-06
  5.0751658E+03  9.7721116E-01 -5.5400187E-06
  5.0645023E+03  9.7711780E-01 -5.4933882E-06
  5.0538388E+03  9.7702387E-01 -5.4470522E-06
  5.0431753E+03  9.7692936E-01 -5.4010095E-06
  5.0325118E+03  9.7683427E-01 -5.3552588E-06
  5.0218483E+03  9.7673860E-01 -5.3097989E-06
  5.0111848E+03  9.7664234E-01 -5.2646286E-06
  5.0005213E+03  9.7654548E-01 -5.2197466E-06
  4.9898578E+03  9.7644802E-01 -5.1751517E-06
  4.9791943E+03  9.7634996E-01 -5.1308427E-06
  4.9685308E+03  9.7625129E-01 -5.0868183E-06
  4.9578673E+03  9.7615200E-01 -5.0430774E-06
  4.9472037E+03  9.7605210E-01 -4.9996187E-06
  4.9365402E+03  9.7595156E-01 -4.9564410E-06
  4.9258767E+03  9.7585040E-01 -4.9135430E-06
  4.9152132E+03  9.7574861E-01 -4.8709237E-06
  4.9045497E+03  9.7564617E-01 -4.8285818E-06
  4.8938862E+03  9.7554309E-01 -4.7865160E-06
  4.8832227E+03  9.7543935E-01 -4.7447252E-06
  4.8725592E+03  9.7533496E-01 -4.7032081E-06
  4.8618957E+03  9.7522991E-01 -4.6619636E-06
  4.8512322E+03  9.7512419E-01 -4.6209906E-06
  4.8405687E+03  9.7501779E-01 -4.5802877E-06
  4.8299052E+03  9.7491072E-01 -4.5398538E-06
  4.8192417E+03  9.7480296E-01 -4.4996877E-06
  4.8085782E+03  9.7469451E-01 -4.4597882E-06
  4.7979146E+03  9.7458536E-01 -4.4201542E-06
  4.7872511E+03  9.7447551E-01 -4.3807845E-06
  4.7765876E+03  9.7436496E-01 -4.3416779E-06
  4.7659241E+03  9.7425369E-01 -4.3028332E-06
  4.7552606E+03  9.7414169E-01 -4.2642493E-06
  4.7445971E+03  9.7402897E-01 -4.2259249E-06
  4.7339336E+03  9.7391552E-01 -4.1878590E-06
  4.7232701E+03  9.7380133E-01 -4.1500503E-06
  4.7126066E+03  9.7368639E-01 -4.1124978E-06
  4.7019431E+03  9.7357070E-01 -4.0752002E-06
  4.6912796E+03  9.7345425E-01 -4.0381563E-06
  4.6806161E+03  9.7333703E-01 -4.0013652E-06
  4.6699526E+03  9.7321904E-01 -3.9648255E-06
  4.6592891E+03  9.7310028E-01 -3.9285361E-06
  4.6486256E+03  9.7298072E-01 -3.8924960E-06
  4.6379620E+03  9.7286038E-01 -3.8567039E-06
  4.6272985E+03  9.7273923E-01 -3.8211587E-06
  4.6166350E+03  9.7261728E-01 -3.7858593E-06
  4.6059715E+03  9.7249451E-01 -3.7508046E-06
  4.5953080E+03  9.7237093E-01 -3.7159933E-06
  4.5846445E+03  9.7224651E-01 -3.6814245E-06
  4.5739810E+03  9.7212126E-01 -3.6470969E-06
  4.5633175E+03  9.7199517E-01 -3.6130095E-06
  4.5526540E+03  9.7186822E-01 -3.5791611E-06
  4.5419905E+03  9.7174042E-01 -3.5455506E-06
  4.5313270E+03  9.7161175E-01 -3.5121769E-06
  4.5206635E+03  9.7148220E-01 -3.4790389E-06
  4.5100000E+03  9.7135178E-01 -3.4461354E-06
  4.4993365E+03  9.7122046E-01 -3.4134654E-06
  4.4886729E+03  9.7108825E-01 -3.3810277E-06
  4.4780094E+03  9.7095513E-01 -3.3488213E-06
  4.4673459E+03  9.7082110E-01 -3.3168451E-06
  4.4566824E+03  9.7068615E-01 -3.2850979E-06
  4.4460189E+03  9.7055026E-01 -3.2535786E-06
  4.4353554E+03  9.7041344E-01 -3.2222863E-06
  4.4246919E+03  9.7027566E-01 -3.1912197E-06
  4.4140284E+03  9.7013693E-01 -3.1603778E-06
  4.4033649E+03  9.6999724E-01 -3.1297595E-06
  4.3927014E+03  9.6985657E-01 -3.0993638E-06
  4.3820379E+03  9.6971492E-01 -3.0691895E-06
  4.3713744E+03  9.6957227E-01 -3.0392355E-06
  4.3607109E+03  9.6942863E-01 -3.0095009E-06
  4.3500474E+03  9.6928397E-01 -2.9799845E-06
  4.3393838E+03  9.6913829E-01 -2.9506853E-06
  4.3287203E+03  9.6899158E-01 -2.9216022E-06
  4.3180568E+03  9.6884383E-01 -2.8927341E-06
  4.3073933E+03  9.6869504E-01 -2.8640800E-06
  4.2967298E+03  9.6854518E-01 -2.8356388E-06
  4.2860663E+03  9.6839425E-01 -2.8074094E-06
  4.2754028E+03  9.6824225E-01 -2.7793909E-06
  4.2647393E+03  9.6808915E-01 -2.7515821E-06
  4.2540758E+03  9.6793496E-01 -2.7239820E-06
  4.2434123E+03  9.6777965E-01 -2.6965896E-06
  4.2327488E+03  9.6762323E-01 -2.6694039E-06
  4.2220853E+03  9.6746567E-01 -2.6424237E-06
  4.2114218E+03  9.6730697E-01 -2.6156481E-06
  4.2007583E+03  9.6714711E-01 -2.5890759E-06
  4.1900947E+03  9.6698609E-01 -2.5627063E-06
  4.1794312E+03  9.6682390E-01 -2.5365381E-06
  4.1687677E+03  9.6666051E-01 -2.5105704E-06
  4.1581042E+03  9.6649593E-01 -2.4848020E-06
  4.1474407E+03  9.6633014E-01 -2.4592321E-06
  4.1367772E+03  9.6616313E-01 -2.4338595E-06
  4.1261137E+03  9.6599488E-01 -2.4086832E-06
  4.1154502E+03  9.6582538E-01 -2.3837023E-06
  4.1047867E+03  9.6565463E-01 -2.3589158E-06
  4.0941232E+03  9.6548260E-01 -2.3343225E-06
  4.0834597E+03  9.6530929E-01 -2.3099215E-06
  4.0727962E+03  9.6513469E-01 -2.2857119E-06
  4.0621327E+03  9.6495877E-01 -2.2616926E-06
  4.0514692E+03  9.6478154E-01 -2.2378626E-06
  4.0408057E+03  9.6460297E-01 -2.2142209E-06
  4.0301421E+03  9.6442305E-01 -2.1907665E-06
  4.0194786E+03  9.6424177E-01 -2.1674985E-06
  4.0088151E+03  9.6405911E-01 -2.1444158E-06
  3.9981516E+03  9.6387506E-01 -2.1215175E-06
  3.9874881E+03  9.6368961E-01 -2.0988025E-06
  3.9768246E+03  9.6350274E-01 -2.0762700E-06
  3.9661611E+03  9.6331444E-01 -2.0539189E-06
  3.9554976E+03  9.6312470E-01 -2.0317482E-06
  3.9448341E+03  9.6293349E-01 -2.0097571E-06
  3.9341706E+03  9.6274081E-01 -1.9879444E-06
  3.9235071E+03  9.6254663E-01 -1.9663093E-06
  3.9128436E+03  9.6235095E-01 -1.9448508E-06
  3.9021801E+03  9.6215375E-01 -1.9235679E-06
  3.8915166E+03  9.6195500E-01 -1.9024596E-06
  3.8808530E+03  9.6175471E-01 -1.8815251E-06
