  1.2600000E+04  9.7929177E-01
  1.2574850E+04  9.7921101E-01
  1.2549699E+04  9.7912978E-01
  1.2524549E+04  9.7904807E-01
  1.2499399E+04  9.7896588E-01
  1.2474248E+04  9.7888322E-01
  1.2449098E+04  9.7880007E-01
  1.2423948E+04  9.7871642E-01
  1.2398798E+04  9.7863229E-01
  1.2373647E+04  9.7854766E-01
  1.2348497E+04  9.7846253E-01
  1.2323347E+04  9.7837689E-01
  1.2298196E+04  9.7829075E-01
  1.2273046E+04  9.7820409E-01
  1.2247896E+04  9.7811692E-01
  1.2222745E+04  9.7802922E-01
  1.2197595E+04  9.7794100E-01
  1.2172445E+04  9.7785226E-01
  1.2147295E+04  9.7776297E-01
  1.2122144E+04  9.7767315E-01
  1.2096994E+04  9.7758279E-01
  1.2071844E+04  9.7749189E-01
  1.2046693E+04  9.7740043E-01
  1.2021543E+04  9.7730842E-01
  1.1996393E+04  9.7721585E-01
  1.1971242E+04  9.7712271E-01
  1.1946092E+04  9.7702900E-01
  1.1920942E+04  9.7693473E-01
  1.1895792E+04  9.7683987E-01
  1.1870641E+04  9.7674443E-01
  1.1845491E+04  9.7664841E-01
  1.1820341E+04  9.7655179E-01
  1.1795190E+04  9.7645458E-01
  1.1770040E+04  9.7635676E-01
  1.1744890E+04  9.7625834E-01
  1.1719739E+04  9.7615931E-01
  1.1694589E+04  9.7605966E-01
  1.1669439E+04  9.7595938E-01
  1.1644289E+04  9.7585848E-01
  1.1619138E+04  9.7575695E-01
  1.1593988E+04  9.7565478E-01
  1.1568838E+04  9.7555197E-01
  1.1543687E+04  9.7544851E-01
  1.1518537E+04  9.7534440E-01
  1.1493387E+04  9.7523963E-01
  1.1468236E+04  9.7513419E-01
  1.1443086E+04  9.7502808E-01
  1.1417936E+04  9.7492130E-01
  1.1392786E+04  9.7481383E-01
  1.1367635E+04  9.7470568E-01
  1.1342485E+04  9.7459684E-01
  1.1317335E+04  9.7448729E-01
  1.1292184E+04  9.7437704E-01
  1.1267034E+04  9.7426608E-01
  1.1241884E+04  9.7415441E-01
  1.1216733E+04  9.7404201E-01
  1.1191583E+04  9.7392888E-01
  1.1166433E+04  9.7381501E-01
  1.1141283E+04  9.7370040E-01
  1.1116132E+04  9.7358505E-01
  1.1090982E+04  9.7346894E-01
  1.1065832E+04  9.7335206E-01
  1.1040681E+04  9.7323442E-01
  1.1015531E+04  9.7311601E-01
  1.0990381E+04  9.7299681E-01
  1.0965230E+04  9.7287682E-01
  1.0940080E+04  9.7275604E-01
  1.0914930E+04  9.7263446E-01
  1.0889780E+04  9.7251206E-01
  1.0864629E+04  9.7238885E-01
  1.0839479E+04  9.7226482E-01
  1.0814329E+04  9.7213996E-01
  1.0789178E+04  9.7201425E-01
  1.0764028E+04  9.7188770E-01
  1.0738878E+04  9.7176030E-01
  1.0713727E+04  9.7163204E-01
  1.0688577E+04  9.7150290E-01
  1.0663427E+04  9.7137289E-01
  1.0638277E+04  9.7124200E-01
  1.0613126E+04  9.7111021E-01
  1.0587976E+04  9.7097752E-01
  1.0562826E+04  9.7084393E-01
  1.0537675E+04  9.7070941E-01
  1.0512525E+04  9.7057397E-01
  1.0487375E+04  9.7043760E-01
  1.0462224E+04  9.7030028E-01
  1.0437074E+04  9.7016202E-01
  1.0411924E+04  9.7002279E-01
  1.0386774E+04  9.6988260E-01
  1.0361623E+04  9.6974142E-01
  1.0336473E+04  9.6959926E-01
  1.0311323E+04  9.6945611E-01
  1.0286172E+04  9.6931195E-01
  1.0261022E+04  9.6916677E-01
  1.0235872E+04  9.6902057E-01
  1.0210721E+04  9.6887334E-01
  1.0185571E+04  9.6872507E-01
  1.0160421E+04  9.6857574E-01
  1.0135271E+04  9.6842535E-01
  1.0110120E+04  9.6827389E-01
  1.0084970E+04  9.6812134E-01
  1.0059820E+04  9.6796770E-01
  1.0034669E+04  9.6781296E-01
  1.0009519E+04  9.6765710E-01
  9.9843687E+03  9.6750012E-01
  9.9592184E+03  9.6734200E-01
  9.9340681E+03  9.6718273E-01
  9.9089178E+03  9.6702231E-01
  9.8837675E+03  9.6686072E-01
  9.8586172E+03  9.6669795E-01
  9.8334669E+03  9.6653399E-01
  9.8083166E+03  9.6636883E-01
  9.7831663E+03  9.6620245E-01
  9.7580160E+03  9.6603485E-01
  9.7328657E+03  9.6586600E-01
  9.7077154E+03  9.6569591E-01
  9.6825651E+03  9.6552455E-01
  9.6574148E+03  9.6535192E-01
