  3.7500000E+03  9.7929177E-01
  3.7425852E+03  9.7921177E-01
  3.7351703E+03  9.7913131E-01
  3.7277555E+03  9.7905038E-01
  3.7203407E+03  9.7896898E-01
  3.7129259E+03  9.7888711E-01
  3.7055110E+03  9.7880477E-01
  3.6980962E+03  9.7872194E-01
  3.6906814E+03  9.7863864E-01
  3.6832665E+03  9.7855484E-01
  3.6758517E+03  9.7847055E-01
  3.6684369E+03  9.7838577E-01
  3.6610220E+03  9.7830049E-01
  3.6536072E+03  9.7821471E-01
  3.6461924E+03  9.7812842E-01
  3.6387776E+03  9.7804162E-01
  3.6313627E+03  9.7795431E-01
  3.6239479E+03  9.7786648E-01
  3.6165331E+03  9.7777812E-01
  3.6091182E+03  9.7768924E-01
  3.6017034E+03  9.7759983E-01
  3.5942886E+03  9.7750988E-01
  3.5868737E+03  9.7741939E-01
  3.5794589E+03  9.7732836E-01
  3.5720441E+03  9.7723678E-01
  3.5646293E+03  9.7714465E-01
  3.5572144E+03  9.7705196E-01
  3.5497996E+03  9.7695872E-01
  3.5423848E+03  9.7686490E-01
  3.5349699E+03  9.7677052E-01
  3.5275551E+03  9.7667556E-01
  3.5201403E+03  9.7658002E-01
  3.5127255E+03  9.7648389E-01
  3.5053106E+03  9.7638718E-01
  3.4978958E+03  9.7628987E-01
  3.4904810E+03  9.7619197E-01
  3.4830661E+03  9.7609346E-01
  3.4756513E+03  9.7599434E-01
  3.4682365E+03  9.7589461E-01
  3.4608216E+03  9.7579426E-01
  3.4534068E+03  9.7569328E-01
  3.4459920E+03  9.7559168E-01
  3.4385772E+03  9.7548945E-01
  3.4311623E+03  9.7538657E-01
  3.4237475E+03  9.7528305E-01
  3.4163327E+03  9.7517888E-01
  3.4089178E+03  9.7507406E-01
  3.4015030E+03  9.7496857E-01
  3.3940882E+03  9.7486242E-01
  3.3866733E+03  9.7475560E-01
  3.3792585E+03  9.7464809E-01
  3.3718437E+03  9.7453991E-01
  3.3644289E+03  9.7443104E-01
  3.3570140E+03  9.7432147E-01
  3.3495992E+03  9.7421120E-01
  3.3421844E+03  9.7410022E-01
  3.3347695E+03  9.7398853E-01
  3.3273547E+03  9.7387613E-01
  3.3199399E+03  9.7376300E-01
  3.3125251E+03  9.7364913E-01
  3.3051102E+03  9.7353453E-01
  3.2976954E+03  9.7341919E-01
  3.2902806E+03  9.7330309E-01
  3.2828657E+03  9.7318624E-01
  3.2754509E+03  9.7306863E-01
  3.2680361E+03  9.7295025E-01
  3.2606212E+03  9.7283109E-01
  3.2532064E+03  9.7271114E-01
  3.2457916E+03  9.7259041E-01
  3.2383768E+03  9.7246888E-01
  3.2309619E+03  9.7234655E-01
  3.2235471E+03  9.7222340E-01
  3.2161323E+03  9.7209944E-01
  3.2087174E+03  9.7197466E-01
  3.2013026E+03  9.7184904E-01
  3.1938878E+03  9.7172258E-01
  3.1864729E+03  9.7159527E-01
  3.1790581E+03  9.7146711E-01
  3.1716433E+03  9.7133808E-01
  3.1642285E+03  9.7120819E-01
  3.1568136E+03  9.7107741E-01
  3.1493988E+03  9.7094576E-01
  3.1419840E+03  9.7081320E-01
  3.1345691E+03  9.7067975E-01
  3.1271543E+03  9.7054539E-01
  3.1197395E+03  9.7041010E-01
  3.1123246E+03  9.7027389E-01
  3.1049098E+03  9.7013675E-01
  3.0974950E+03  9.6999866E-01
  3.0900802E+03  9.6985962E-01
  3.0826653E+03  9.6971962E-01
  3.0752505E+03  9.6957866E-01
  3.0678357E+03  9.6943671E-01
  3.0604208E+03  9.6929377E-01
  3.0530060E+03  9.6914984E-01
  3.0455912E+03  9.6900490E-01
  3.0381764E+03  9.6885895E-01
  3.0307615E+03  9.6871197E-01
  3.0233467E+03  9.6856396E-01
  3.0159319E+03  9.6841491E-01
  3.0085170E+03  9.6826480E-01
  3.0011022E+03  9.6811363E-01
  2.9936874E+03  9.6796138E-01
  2.9862725E+03  9.6780806E-01
  2.9788577E+03  9.6765363E-01
  2.9714429E+03  9.6749811E-01
  2.9640281E+03  9.6734147E-01
  2.9566132E+03  9.6718370E-01
  2.9491984E+03  9.6702480E-01
  2.9417836E+03  9.6686475E-01
  2.9343687E+03  9.6670355E-01
  2.9269539E+03  9.6654118E-01
  2.9195391E+03  9.6637762E-01
  2.9121242E+03  9.6621288E-01
  2.9047094E+03  9.6604693E-01
  2.8972946E+03  9.6587977E-01
  2.8898798E+03  9.6571138E-01
  2.8824649E+03  9.6554176E-01
  2.8750501E+03  9.6537088E-01
  2.8676353E+03  9.6519875E-01
  2.8602204E+03  9.6502534E-01
  2.8528056E+03  9.6485064E-01
  2.8453908E+03  9.6467464E-01
  2.8379760E+03  9.6449733E-01
  2.8305611E+03  9.6431869E-01
  2.8231463E+03  9.6413871E-01
  2.8157315E+03  9.6395739E-01
  2.8083166E+03  9.6377469E-01
  2.8009018E+03  9.6359062E-01
  2.7934870E+03  9.6340516E-01
  2.7860721E+03  9.6321829E-01
  2.7786573E+03  9.6303000E-01
  2.7712425E+03  9.6284027E-01
  2.7638277E+03  9.6264909E-01
  2.7564128E+03  9.6245645E-01
  2.7489980E+03  9.6226233E-01
  2.7415832E+03  9.6206672E-01
  2.7341683E+03  9.6186960E-01
  2.7267535E+03  9.6167095E-01
  2.7193387E+03  9.6147076E-01
  2.7119238E+03  9.6126901E-01
  2.7045090E+03  9.6106570E-01
  2.6970942E+03  9.6086079E-01
  2.6896794E+03  9.6065428E-01
  2.6822645E+03  9.6044615E-01
  2.6748497E+03  9.6023638E-01
  2.6674349E+03  9.6002495E-01
  2.6600200E+03  9.5981186E-01
  2.6526052E+03  9.5959707E-01
  2.6451904E+03  9.5938057E-01
  2.6377756E+03  9.5916235E-01
  2.6303607E+03  9.5894238E-01
  2.6229459E+03  9.5872065E-01
  2.6155311E+03  9.5849714E-01
  2.6081162E+03  9.5827183E-01
  2.6007014E+03  9.5804470E-01
  2.5932866E+03  9.5781573E-01
  2.5858717E+03  9.5758491E-01
  2.5784569E+03  9.5735220E-01
  2.5710421E+03  9.5711760E-01
  2.5636273E+03  9.5688107E-01
  2.5562124E+03  9.5664261E-01
